Master_Booking_ID,Channel,Venue_Name,Neighborhood,City,Selection_Method,Seat_Or_Table,Party_Size,Date,Time,Status,Revenue_INR,Created_At
6936aa24decf591c0ba37ddc,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,2,2025-12-08,8:00 PM,cancelled,400,2025-12-08T10:36:20.337Z
6936a8ece3ba5c2eafa68f70,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,5,2025-12-08,16:01:06 GMT+0530 (India Standard Time),confirmed,0,2025-12-08T10:31:08.372Z
692c3cd41a8a1ed8e6d174c3,Event Ticket,Wine Tasting Experience,Bangalore Central,Bangalore,Visual Seating Map,E-5;E-4;E-3,3,2026-01-25,7:00 PM,cancelled,3000,2025-11-30T12:47:16.957Z
692c3c641a8a1ed8e6d17412,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,4,2025-11-30,7:30 PM,confirmed,1400,2025-11-30T12:45:24.462Z
692c2e190b1018c5aabe0c1f,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,2,2025-11-30,7:30 PM,cancelled,700,2025-11-30T11:44:25.801Z
692c26f90b1018c5aabe0b04,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,2,2025-11-30,7:30 PM,cancelled,700,2025-11-30T11:14:01.934Z
692c25cda6c330eb34915560,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,2,2025-11-30,6:00 PM,cancelled,500,2025-11-30T11:09:01.777Z
692c252cba716ca46145c46f,Event Ticket,Live Event Experience,Bangalore Central,Bangalore,General Admission,Standing,2,2025-11-30,6:30 PM,cancelled,600,2025-11-30T11:06:20.131Z
692c22e5b0983a7e55d1bf3a,Event Ticket,Wine Tasting Experience,Bangalore Central,Bangalore,Visual Seating Map,H-1;H-2;H-3;H-4,4,2026-01-25,7:00 PM,cancelled,2000,2025-11-30T10:56:37.132Z
692c1f4acfee2daf36affa86,Event Ticket,Craft Beer Workshop,Bangalore Central,Bangalore,Visual Seating Map,F-4;F-3,2,2026-02-20,6:00 PM,cancelled,600,2025-11-30T10:41:14.969Z
692c1dc2cfee2daf36affa04,Event Ticket,Wine Tasting Experience,Bangalore Central,Bangalore,Visual Seating Map,E-1;E-2,2,2026-01-25,7:00 PM,cancelled,2000,2025-11-30T10:34:42.403Z
692c1bb7cfee2daf36aff9a0,Event Ticket,Wine Tasting Experience,Bangalore Central,Bangalore,Visual Seating Map,G-3;G-2,2,2026-01-25,7:00 PM,cancelled,1000,2025-11-30T10:25:59.784Z
